ID,target_var,segment,MARITAL_STATUS,GNDR_CD,TTL_ASSET_AMT,age_n,tenure,FIRMS_BUSINESS_SEGMENT,login,Part_Category
9423,0,2-Low,Single,M,10069.71,36.6520548,10.52741223,Advisor,38,DIFM
9424,1,4-High,Married,M,146874.61,65.41369863,19.3657684,Advisor,8,Engaged
9425,1,5-Very High,Married,M,417770.93,61.57808219,8.697275245,Advisor,10,Engaged
9426,1,5-Very High,Married,M,573383.91,53.11780822,22.08357662,Advisor,26,Unengaged
9427,1,3-Mid,Married,F,47650.99,57.24657534,7.50273224,Advisor,20,DIFM
9429,1,4-High,Married,F,284548.12,36.41369863,13.96028894,Strategic,12,Engaged
9430,1,5-Very High,Married,F,65197.94,53.90136986,27.43426155,Select,0,Engaged
9431,0,4-High,Married,M,124495.75,42.34246575,16.41256831,Advisor,30,Engaged
9432,1,4-High,Single,F,306614.96,64.57534247,14.82056292,Strategic,240,Engaged
9433,0,5-Very High,Single,F,616390.45,46.87945206,23.37124785,Strategic,42,Engaged
9434,0,4-High,Married,F,156416.09,35.45753425,10.22330264,Strategic,12,Engaged
9435,0,4-High,Single,M,311102.17,64.01643836,18.29179579,Strategic,26,Engaged
9436,1,4-High,Married,M,343548.63,41.96712329,1.867138259,Strategic,72,Engaged
9437,0,5-Very High,Married,F,482060,63.7890411,38.20412456,Strategic,26,Engaged
9438,1,5-Very High,Single,F,8389.86,59.93424658,32.7027547,Strategic,314,DIFM
9439,0,3-Mid,Single,F,78268.85,51.93972603,31.6284153,Strategic,12,Engaged
9440,0,4-High,Married,F,133623.66,52.99726027,34.54111086,Strategic,20,Engaged
9441,0,3-Mid,Single,F,41018.52,51.34246575,28.33333333,Strategic,114,DIFM
9442,1,5-Very High,Married,F,503075.05,39.07945206,17.83152182,Strategic,22,Engaged
9443,1,2-Low,Married,F,51814.06,31.08767123,7.885245902,Strategic,46,Engaged
9444,0,2-Low,Married,F,71671.82,33.75068493,11.04796018,Strategic,38,DIFM
9445,0,3-Mid,Single,M,11106.19,35.66027397,17.21782319,Mid,16,Engaged
9446,1,4-High,Single,F,176137.62,32.04109589,9.973987574,Strategic,22,Engaged
9447,0,2-Low,Married,M,55960.77,42.60547945,11.50819672,Strategic,12,Unengaged
9448,0,5-Very High,Married,F,504234.53,54.1369863,28.18032787,Strategic,34,Engaged
9449,1,4-High,Single,F,242290.97,51.96438356,12.96302867,Strategic,28,Engaged
9450,0,5-Very High,Married,F,388766.81,58.1890411,39.62295082,Strategic,48,DIFM
9451,0,4-High,Married,F,118763.34,64.71232877,36.19125683,Strategic,18,Engaged
9452,1,3-Mid,Single,F,54006.78,61.09041096,4.987686204,Strategic,38,DIFM
9453,1,5-Very High,Married,M,775243.08,63.69863014,38.81508346,Strategic,138,Engaged
9454,0,2-Low,Married,M,14076.87,38,6.869877985,Strategic,16,Engaged
9455,0,5-Very High,Married,M,188121.82,48.0739726,21.87535744,Large,6,Engaged
9456,1,4-High,Single,M,256031.97,45.22739726,16,Strategic,28,Engaged
9457,0,4-High,Married,M,192474.11,41.61369863,15.20686429,Strategic,20,Engaged
9458,0,3-Mid,Married,F,34844.55,48.89041096,8.12568306,Strategic,10,DIFM
9459,0,2-Low,Married,M,1426.45,43.19178082,7.846994536,Strategic,0,
9460,1,5-Very High,Married,M,26864.11,59.95616438,24.04098361,Strategic,0,
9461,0,5-Very High,Married,M,39176.32,58.47123288,34.35206977,Strategic,0,
9462,1,4-High,Single,M,6118.04,44.47671233,11.25891908,Strategic,0,
9464,0,2-Low,Married,F,45590.58,30.74794521,6.869877985,Large,16,DIFM
9465,0,3-Mid,Married,F,87980.83,51.20273973,9.686316341,Select,10,Unengaged
9466,0,3-Mid,Single,M,75192.8,38.10410959,3.860655738,Select,190,Engaged
9467,0,2-Low,Married,M,15036.27,30.10410959,9.278097163,Select,28,Unengaged
9468,0,3-Mid,Married,M,19441.58,52.22739726,9.552069766,Select,90,Unengaged
9469,1,5-Very High,Single,F,378717.92,64.41917808,0.013661202,Select,22,Engaged
9470,1,4-High,Married,M,95431.16,49.20273973,8.631521821,Advisor,4,DIFM
9471,1,1-Very Low,Married,F,6467.93,61.96712329,0.905494423,Select,6,Engaged
9472,0,1-Very Low,Single,F,3616.36,59.52054795,0.984946478,Select,10,DIFM
9473,0,5-Very High,Married,F,502612.6,66.16986301,0.013661202,Select,110,Engaged
9474,0,3-Mid,Single,F,469.08,55.75342466,0.664398533,Select,14,DIFM
9475,1,4-High,Married,F,167070.94,63.31780822,28.47540984,Select,32,Engaged
9476,0,3-Mid,Married,F,79392.84,60.45479452,0.908234149,Select,44,Engaged
9477,0,4-High,Married,F,157276.61,67.22739726,0.032786885,Select,10,DIFM
9478,0,3-Mid,Married,F,54919.87,50.70136986,9.667138259,Select,60,Engaged
9479,1,3-Mid,Single,F,17158.08,65.00821918,0.746590314,Select,548,Unengaged
9480,0,3-Mid,Single,F,46499.46,50.52054795,9.261658807,Select,26,DIFM
9481,0,3-Mid,Single,F,22504.71,56.15890411,1.853439629,Select,4,DIFM
9482,0,1-Very Low,Single,F,2206.45,56.96712329,0.984946478,Select,8,DIFM
9483,1,4-High,Married,F,225071.64,53.95342466,9.193165656,Select,10,Engaged
9484,0,2-Low,Single,F,17436.56,46.84109589,0.806864286,Select,66,DIFM
9485,0,4-High,Married,M,157981.36,44.7890411,18.64522045,Select,32,DIFM
9486,0,3-Mid,Married,M,105685.91,52,27.15754922,Select,0,Unengaged
9487,0,3-Mid,Married,F,15956.21,65.53150685,7.21782319,Strategic,20,DIFM
9488,0,3-Mid,Married,M,90583.03,60.96164384,9.916453327,Select,4,Engaged
9489,0,4-High,Married,M,123142.75,63.56164384,29.59316566,Strategic,10,Unengaged
9490,1,5-Very High,Married,M,358292.43,56.71506849,38.06987799,Strategic,96,Engaged
9491,1,4-High,Married,M,191912.03,63.96712329,36.7657684,Strategic,20,DIFM
9492,0,4-High,Married,M,36892.73,63.2109589,22.23700127,Strategic,26,DIFM
9493,1,5-Very High,Married,M,479218.91,59.12054795,39.31645333,Strategic,160,Engaged
9494,0,2-Low,Married,M,46367.25,36.61917808,9.245220451,Strategic,4,Unengaged
9495,1,4-High,Married,F,214626.56,62.04109589,26.28083689,Strategic,24,Unengaged
9496,0,5-Very High,Married,M,455819.06,56.20821918,29.06165881,Strategic,24,Engaged
9497,0,4-High,Single,M,360559.31,56.40821918,28.46448087,Strategic,48,DIFM
9498,1,4-High,Married,M,266660.42,57.44383562,3.494535519,Strategic,32,Engaged
9499,0,4-High,Married,M,80525.39,56.62191781,19.95901639,Strategic,22,Engaged
9500,1,4-High,Married,U,278469.32,54.37808219,31.55464481,Strategic,104,Engaged
9501,0,3-Mid,Single,M,55710.77,59.92876712,10.62056292,Strategic,4,DIFM
9502,0,2-Low,Married,M,107907.91,37.04109589,14.95754922,Strategic,6,DIFM
9503,0,2-Low,Married,M,5029.45,29.76438356,9.206864286,Strategic,36,DIFM
9504,0,5-Very High,Single,M,354399.94,56.6520548,29.09727525,Select,34,Unengaged
9505,0,4-High,Single,M,176458.04,37.60273973,12.56028894,Select,104,Engaged
9506,0,3-Mid,Single,F,109272.71,58.93424658,6.927412232,Select,34,Engaged
9507,0,3-Mid,Single,M,21680.49,50.96712329,3.696721312,Select,10,Engaged
9508,0,3-Mid,Married,M,37257.01,49.09589041,12.41530055,Select,14,Unengaged
9509,0,3-Mid,Married,M,61614.18,53.79178082,8.401639344,Select,12,DIFM
9510,0,1-Very Low,Single,M,8339.92,46.72328767,12.09562842,Select,20,DIFM
9511,0,2-Low,Single,M,38394.29,35.62465753,6.850699903,Select,20,DIFM
9512,0,3-Mid,Married,F,83778.91,45.07671233,9.916453327,Select,12,Engaged
9513,0,4-High,Married,M,256558.46,62.11232877,25.91919305,Select,40,Engaged
9514,0,3-Mid,Married,M,14765.84,61.10684932,3.401384834,Select,24,DIFM
9515,0,4-High,Single,M,157482.11,57.14794521,17.69727525,Select,6,Unengaged
9516,1,4-High,Married,M,248151.14,66.67123288,9.245220451,Select,98,DIFM
9517,0,3-Mid,Married,M,81544.22,62.84109589,10.07261771,Select,36,DIFM
9518,0,2-Low,Married,M,57401.63,46.25753425,12.86713826,Select,64,Unengaged
9519,0,3-Mid,Married,M,29350.77,65.54520548,35.14659031,Select,38,Engaged
9520,1,5-Very High,Single,M,530156.95,59.0520548,35.8852459,Select,44,DIFM
9521,0,1-Very Low,Single,M,3345.35,53.58630137,2.743850588,Select,8,Engaged
9522,0,3-Mid,Married,M,19332.71,61.84383562,9.919193053,Select,128,Engaged
9523,0,2-Low,Married,F,1850.35,46.89863014,13.11645333,Select,4,DIFM
9524,0,3-Mid,Married,M,34706.02,57.95068493,14.9767273,Select,14,Engaged
9525,0,3-Mid,Married,M,31857.26,56.45753425,14.74933004,Select,4,Engaged
9526,0,1-Very Low,Married,F,4904.99,51.51506849,11.10001497,Select,24,DIFM
9527,0,3-Mid,Married,F,37459.68,62.36712329,40.04371585,Select,6,DIFM
9528,0,1-Very Low,Single,F,1638.21,41.96986301,8.057377049,Select,210,Engaged
9529,0,4-High,Married,M,129079.17,48.47123288,29.06165881,Select,92,Engaged
9530,0,2-Low,Single,F,19422.05,47.95068493,11.6420765,Select,0,DIFM
9531,0,3-Mid,Married,F,77719.37,53.82739726,31.35480949,Select,6,Unengaged
9532,0,2-Low,Married,F,87150.61,45.91506849,15.80054645,Select,8,Unengaged
9533,0,3-Mid,Married,F,18566.5,51.21369863,10.83700127,Select,8,Unengaged
9534,0,2-Low,Single,M,21632.6,39.1890411,16.75754922,Select,44,Engaged
9535,0,3-Mid,Married,F,18978.47,59.46849315,14.89179579,Select,10,Engaged
9536,0,4-High,Single,F,156213.47,41.0109589,13.57946703,Large,10,DIFM
9537,0,3-Mid,Married,F,39622.76,54.84931507,15.81693989,Large,4,Unengaged
9538,0,4-High,Married,F,111449.54,43.01643836,17.96028894,Select,66,Unengaged
9539,0,5-Very High,Single,M,179368.64,53.04657534,34.08083689,Select,10,Engaged
9540,0,4-High,Married,M,85544.95,48.04931507,10.41508346,Select,4,Unengaged
9541,0,5-Very High,Married,F,181549.87,45.10684932,21.65343963,Select,4,Engaged
9542,0,5-Very High,Single,F,186918.82,60.89041096,21.08631634,Select,12,Unengaged
9543,0,4-High,Married,M,255554.17,54.40273973,11.73770492,Large,8,Engaged
9544,0,2-Low,Single,F,17701.73,43.84383562,6.680836889,Large,24,DIFM
9545,1,5-Very High,Married,M,510764.86,59.09589041,14.47809716,Select,524,Engaged
9546,0,4-High,Single,M,130939.48,32.73424658,9.59042593,Large,40,DIFM
9547,0,4-High,Single,M,136281.84,60.56438356,8.784946478,Large,592,Engaged
9548,0,3-Mid,Single,M,90161.61,58.2,38.45343963,Large,6,Unengaged
9549,1,3-Mid,Married,M,115655.43,54.26027397,6.582206752,Large,44,Unengaged
9550,0,4-High,Single,F,261733.39,50.10958904,11.90983607,Large,6,Engaged
9551,0,4-High,Married,M,323643.44,58.82191781,34.77398757,Large,226,DIFM
9552,0,4-High,Married,M,134802.34,52.60273973,20.68631634,Large,254,Engaged
9553,0,5-Very High,Married,U,1275050.6,59.28767123,22.96302867,Large,46,Engaged
9554,1,4-High,Married,U,331956.77,54.8739726,15.81693989,Select,386,Engaged
9555,1,4-High,Married,U,279587.9,48.50684932,13.97946703,Select,586,Engaged
9556,0,4-High,Married,M,287586.95,46.08493151,16.04918033,Select,144,DIFM
9557,0,4-High,Married,F,95083.01,48.71506849,12.33060109,Select,28,Engaged
9558,0,5-Very High,Single,F,570038.77,67.13972603,22.4506999,Select,22,Engaged
9559,1,5-Very High,Married,M,205922.57,60.94246575,35.1657684,Select,0,Engaged
9560,0,4-High,Married,F,138015.07,43.07123288,14.46987799,Select,12,DIFM
9561,0,5-Very High,Married,M,1152508.78,59.68219178,15.99726776,Select,70,
9562,0,4-High,Married,F,38735.28,41.90136986,23.92622951,Strategic,0,Unengaged
9563,0,4-High,Married,M,171652.49,52.71506849,16.14480874,Large,90,DIFM
9564,0,4-High,Single,F,159647.83,61.03561644,20.32240437,Large,64,DIFM
9565,1,4-High,Single,M,121071.07,33.61643836,10.01234374,Large,48,Engaged
9566,1,4-High,Married,F,152997.3,44.37534247,17.84522045,Large,10,Unengaged
9567,1,5-Very High,Married,M,566967.25,57.10410959,36.95754922,Large,424,Engaged
9568,0,4-High,Married,F,162972.8,51.28767123,14.62878209,Large,82,Engaged
9569,0,4-High,Single,F,30539.94,57.00273973,8.842480725,Large,12,DIFM
9570,0,1-Very Low,Single,M,5226.36,58.55342466,2.042480725,Large,2,DIFM
9571,0,1-Very Low,Single,M,357.73,55.08493151,9.434261547,Large,2,DIFM
9572,0,4-High,Single,F,198326.11,63.59726027,26.62878209,Select,120,DIFM
9573,0,4-High,Married,F,141610.54,55.58356164,15.33563141,Select,6,DIFM
9574,0,4-High,Married,F,121415.4,46.41917808,8.708234149,Select,34,Engaged
9576,0,3-Mid,Married,M,58383.01,52.74246575,9.089056067,Select,144,Engaged
9577,1,4-High,Married,F,336160.83,55.10684932,32.39617486,Select,2,Engaged
9578,0,2-Low,Married,M,47243.24,34.12876712,15.01782319,Select,104,DIFM
9579,1,4-High,Single,M,287977.16,51.03835616,34.73563141,Large,50,Engaged
9580,0,3-Mid,Single,F,15730.83,48.51232877,26.62056292,Large,36,Engaged
9581,0,2-Low,Married,F,23598.14,47.20273973,30.6506999,Large,4,Unengaged
9582,0,4-High,Single,M,319625.26,55.9260274,9.072617711,Select,688,DIFM
9583,0,4-High,Single,F,153088.31,57.03287671,7.693989071,Select,288,Engaged
9584,1,4-High,Single,F,314346.92,63.17534247,21.28083689,Select,34,DIFM
9585,0,5-Very High,Married,M,587918.26,61.97260274,39.96994536,Select,42,DIFM
9586,0,5-Very High,Single,F,438454.11,51.1890411,28.83152182,Select,6,DIFM
9587,0,3-Mid,Single,M,73785.13,49.63561644,22.74659031,Select,38,DIFM
9588,0,3-Mid,Single,F,82365.73,41.73972603,18.00412456,Select,16,Engaged
9589,0,5-Very High,Married,F,634004.21,62.51232877,39.12467251,Select,60,Engaged
9590,0,4-High,Single,F,112342,49.38082192,16.12295082,Select,8,DIFM
9591,1,3-Mid,Single,F,16056.14,58.8630137,1.809604012,Select,72,Engaged
9592,1,5-Very High,Single,M,460110.56,55.59452055,33.04796018,Select,40,Engaged
9593,0,4-High,Married,F,352110.2,54.09041096,32.07103825,Select,38,Engaged
9594,0,4-High,Married,M,261431.07,53.01643836,28.31420765,Select,48,Unengaged
9595,0,5-Very High,Married,M,922285.85,62.04657534,35.73224044,Select,240,Engaged
9596,1,5-Very High,Married,M,397345.25,51.69589041,27.08631634,Select,162,Engaged
9597,1,4-High,Married,F,213202.96,66.91232877,37.62330264,Select,44,DIFM
9598,1,5-Very High,Married,M,431283.04,60.23013699,28.56302867,Select,56,Engaged
9599,1,3-Mid,Married,F,93086.71,58.38356164,27.81147541,Large,26,Engaged
9600,0,2-Low,Single,F,45888.95,45.82465753,13.80686429,Select,104,Engaged
9601,0,3-Mid,Married,F,39568.34,49.54520548,7.291795793,Large,4,Engaged
9602,1,4-High,Married,M,230980.09,63.3369863,43.70218579,Large,84,Engaged
9603,1,5-Very High,Married,M,736146.21,55.77808219,15.6147541,Select,42,Engaged
9604,1,4-High,Married,M,312153.74,56.14246575,8.038251366,Select,22,Engaged
9605,0,4-High,Married,M,267090.6,64.82739726,11.46987799,Select,8,Engaged
9606,0,5-Very High,Married,M,360833.04,39.1890411,16.20218579,Select,22,Engaged
9607,1,4-High,Married,M,279707.22,35.12876712,12.98220675,Select,22,Engaged
9608,1,2-Low,Married,M,65608.69,27.99726027,5.469877985,Select,40,Engaged
9609,0,3-Mid,Married,F,90613.51,56.59452055,9.647960177,Select,6,Engaged
9610,0,4-High,Married,F,233904.54,55.54246575,15.24522045,Select,4,Unengaged
9611,1,4-High,Married,F,247470.8,65.72054795,8.631521821,Select,26,Engaged
9612,1,5-Very High,Married,M,441410.04,37.94246575,15.07261771,Select,448,Engaged
9613,1,2-Low,Married,M,92934.43,30.8,7.961748634,Select,28,Unengaged
9614,0,2-Low,Married,M,76654.93,43.75068493,7.119193053,Select,138,Engaged
9615,0,5-Very High,Married,F,778025.08,61.06849315,19.46165881,Select,914,Engaged
9616,0,5-Very High,Married,F,372976.03,54.00273973,14.9767273,Select,4,Unengaged
9617,0,3-Mid,Married,F,49980.36,31.29041096,7.042480725,Select,8,Engaged
9618,0,4-High,Married,M,224127.62,43.2520548,10.39590538,Select,70,Engaged
9619,0,5-Very High,Married,M,363338.57,46.12328767,19.05891908,Select,316,Engaged
9620,0,2-Low,Married,F,48024.58,30.66027397,8.038251366,Select,12,Unengaged
9621,0,4-High,Married,F,178095.78,44.29863014,14.45891908,Select,248,Engaged
9622,1,5-Very High,Married,F,398490.32,43.82465753,17.65891908,Select,24,Engaged
9623,0,2-Low,Married,F,62623.04,43.78082192,9.352069766,Select,4,Unengaged
9624,1,5-Very High,Married,M,734933.57,54.1260274,33.46987799,Select,230,Engaged
9625,0,4-High,Single,M,189925.12,50.91506849,18.25343963,Select,16,Engaged
9626,0,3-Mid,Married,M,94165.79,49.05479452,10.60686429,Select,32,Engaged
9627,0,5-Very High,Single,M,453286.27,50.60821918,21.85617936,Select,526,Engaged
9628,1,5-Very High,Married,F,626452.74,61.10958904,22.79042593,Select,18,Engaged
9629,1,5-Very High,Married,M,599587.24,57.72876712,22.10549442,Select,46,Engaged
9630,0,5-Very High,Married,F,940541.78,49.77260274,26.68631634,Select,2,Engaged
9631,0,3-Mid,Married,M,44174.36,57.9890411,11.94808743,Select,290,Engaged
9632,0,5-Very High,Married,M,1592335.77,59.16712329,27.60655738,Select,74,Engaged
9633,1,3-Mid,Married,M,29249.22,64.2,28.25136612,Select,280,Engaged
9634,1,5-Very High,Married,M,2502049.72,58.95890411,39.14385059,Select,48,Engaged
9635,0,4-High,Single,F,225640.58,50.77808219,18.61508346,Select,34,Engaged
9636,0,4-High,Married,M,147904.06,51.06027397,18.04248073,Select,10,Engaged
9637,0,4-High,Married,F,114476.56,59.80273973,20.15027322,Select,8,Unengaged
9638,1,3-Mid,Single,F,101729.16,55.90136986,19.97814208,Select,56,Engaged
9639,0,2-Low,Single,F,34078.15,43.76712329,13.71097388,Select,34,Unengaged
9640,0,2-Low,Single,M,65503.96,41.40821918,9.897275245,Select,22,Engaged
9641,0,4-High,Married,F,141497.75,53.2,29.73289168,Select,6,Engaged
9642,0,2-Low,Single,M,84495.29,41.07123288,17.67535744,Select,10,Unengaged
9643,0,3-Mid,Married,M,84084.9,49.70136986,29.68631634,Select,6,DIFM
9644,0,5-Very High,Married,M,495232.32,58.39726027,28.34699454,Select,430,Engaged
9645,1,4-High,Married,M,359327.37,53.09315069,30.82330264,Select,406,Unengaged
9646,0,4-High,Single,F,136068.86,55.94246575,20.91645333,Select,92,Engaged
9647,0,4-High,Married,M,324663.73,65.1890411,25.6506999,Select,92,Engaged
9648,0,3-Mid,Married,M,36980.36,57.93424658,26.45617936,Select,140,Unengaged
9649,0,5-Very High,Married,F,515120.8,51.90136986,35.08083689,Select,8,Engaged
9650,0,5-Very High,Married,M,246868.28,66.14246575,9.801384834,Large,250,Engaged
9651,1,3-Mid,Married,U,70987.71,63.26575343,20.91645333,Emerging,18,Engaged
9652,0,3-Mid,Married,U,81065.16,54.3260274,20.01639344,Emerging,22,DIFM
9653,0,2-Low,Married,U,58164.7,36.18630137,7.330151958,Emerging,274,DIFM
9654,0,1-Very Low,Single,F,5055.77,49.41917808,9.14933004,Emerging,12,DIFM
9655,0,2-Low,Married,M,24699.88,45.0109589,7.961748634,Emerging,46,DIFM
9656,0,2-Low,Single,F,33690.53,37.86027397,5.521932779,Mid,0,DIFM
9657,0,4-High,Married,U,340705.45,51.56712329,19.15480949,Mid,8,Engaged
9658,0,4-High,Married,U,134666.1,61.96712329,15.62295082,Mid,12,Engaged
9659,0,2-Low,Married,U,5548.33,36.36438356,13.76850812,Mid,74,DIFM
9660,1,4-High,Married,U,297358.81,66.29589041,20.40983607,Mid,42,Engaged
9661,0,5-Very High,Married,M,604512.59,60.44383562,37.40960401,Large,432,Engaged
9662,0,3-Mid,Single,M,76943.89,55.49041096,7.923497268,Large,536,Unengaged
9663,1,5-Very High,Married,M,1579295.42,60.56986301,30.21234374,Large,0,Engaged
9664,0,2-Low,Married,U,10421.81,45.90410959,25.61234374,Mid,70,Engaged
9665,0,2-Low,Married,U,48414.45,39.44931507,10.08083689,Mid,72,Engaged
9666,0,4-High,Married,M,226582.29,57.79452055,17.75480949,Emerging,104,Engaged
9667,1,4-High,Married,U,301634.7,68.70136986,12.49453552,Mid,416,Engaged
9668,1,4-High,Married,M,226326.82,42.88219178,11.12467251,Mid,46,DIFM
9669,0,5-Very High,Married,F,392203.97,52.61917808,17.1027547,Mid,34,Engaged
9670,0,2-Low,Married,U,3769.99,43.40821918,19.61202186,Mid,62,Engaged
9671,0,4-High,Married,U,202646.03,48.24383562,8.916453327,Mid,8,Engaged
9672,0,1-Very Low,Married,U,4168.84,72.60821918,9.206864286,Emerging,4,Engaged
9673,0,1-Very Low,Married,U,8022.71,27.58082192,9.20412456,Emerging,218,Engaged
9674,0,4-High,Married,F,247690.07,57.77534247,37.81782319,Emerging,88,Engaged
9675,1,5-Very High,Married,M,1025586.2,63.73150685,41.50001497,Emerging,4,Engaged
9676,0,3-Mid,Married,M,68853.24,54.94520548,14.439741,Emerging,10,Engaged
9677,0,2-Low,Married,U,20427.93,44.51780822,15.80054645,Emerging,60,Engaged
9678,0,3-Mid,Single,F,49510.38,66.50136986,17.06439853,Emerging,98,DIFM
9679,1,2-Low,Married,F,87428.66,40.03013699,15.41508346,Mid,128,Engaged
9680,0,3-Mid,Single,M,101962.01,57.0630137,11.43152182,Emerging,8,Engaged
9681,0,3-Mid,Married,F,61549.69,59.35068493,6.332891684,Emerging,6,DIFM
9682,0,3-Mid,Married,U,16910.8,51.50958904,28.71645333,Large,134,Unengaged
9683,1,4-High,Married,U,265198.42,54.98082192,18.98220675,Emerging,16,Engaged
9684,0,5-Very High,Married,M,373497.46,65.22465753,22.87261771,Mid,412,Engaged
9685,0,4-High,Married,U,235029.78,51.03287671,20.24590164,Mid,8,Engaged
9686,0,4-High,Married,M,167312.12,45.38630137,8.900014971,Mid,60,Engaged
9687,0,4-High,Married,M,293584.57,48.08493151,8.114754098,Mid,28,Engaged
9688,1,5-Very High,Married,M,767392.11,49.2739726,25.05617936,Select,14,Engaged
9689,1,5-Very High,Married,M,403096.56,56.81917808,17.46713826,Select,350,Engaged
9690,0,5-Very High,Married,M,492448.36,63.11232877,28.67809716,Select,54,Engaged
9691,1,4-High,Married,M,346474.77,51.27123288,17.48631634,Select,8,Engaged
9692,0,3-Mid,Married,U,84510.3,38.80273973,14.95754922,Emerging,28,DIFM
9693,0,4-High,Married,M,134956.19,34.71780822,11.63934426,Emerging,18,Engaged
9694,0,4-High,Married,M,215653.62,60.33972603,20.93563141,Emerging,292,Engaged
9695,0,3-Mid,Married,U,29416.72,54.12054795,8.336065574,Emerging,38,DIFM
9696,0,4-High,Married,M,279163.04,48.31506849,26.94385059,Emerging,14,Engaged
9697,0,3-Mid,Married,M,40371.29,42.78082192,17.29453552,Emerging,22,Engaged
9698,0,2-Low,Single,F,32558.02,48.30958904,8.719193053,Emerging,4,DIFM
9699,0,4-High,Married,U,194739.7,37.50136986,10.12467251,Mid,4,Engaged
9700,0,2-Low,Single,F,99285.48,42.2520548,11.7568306,Emerging,52,Unengaged
9701,0,2-Low,Married,U,25813.5,43.43013699,8.746590314,Emerging,6,DIFM
9702,0,1-Very Low,Married,U,274.23,49.0109589,24.13387978,Strategic,6,DIFM
9703,1,4-High,Married,U,163776.5,52.32328767,25.34385059,Strategic,80,Engaged
9704,0,5-Very High,Married,M,630042.24,69.29863014,28.40983607,Emerging,56,DIFM
9710,0,4-High,Married,M,18049.98,45.27945206,0.73563141,Advisor,10,Engaged
9711,1,5-Very High,Married,U,596356.49,58.87123288,3.765027322,Advisor,38,Engaged
9712,1,5-Very High,Married,U,455727.9,53.40547945,30.92193278,Advisor,20,Engaged
9713,0,5-Very High,Married,U,401069.83,44.42191781,21.66439853,Advisor,8,Engaged
9714,0,4-High,Single,M,249227.29,43.98356164,13.34933004,Advisor,8,Engaged
9715,0,3-Mid,Married,U,36431.58,62.80547945,12.42076503,Advisor,6,DIFM
9716,0,3-Mid,Married,F,66769.61,49,28.77398757,Advisor,6,Unengaged
9717,0,2-Low,Single,M,42156.89,43.0109589,13.99864511,Advisor,0,DIFM
9718,0,3-Mid,Married,U,13895.46,43.52328767,15.99726776,Advisor,62,Engaged
9719,0,4-High,Married,F,110534.35,47.59726027,25.57946703,Advisor,32,Engaged
9720,0,3-Mid,Married,M,65092.36,52.59178082,7.464398533,Advisor,14,Engaged
9732,1,4-High,Single,M,123648.97,31.72876712,8.81782319,Emerging,104,Engaged
9735,0,3-Mid,Married,F,53981.06,51.40547945,15.57103825,Advisor,4,Engaged
9736,0,4-High,Married,M,151637.46,58.46849315,21.039741,Advisor,22,DIFM
9737,0,2-Low,Single,F,76866.72,35.5890411,9.869877985,Advisor,6,Engaged
9738,0,3-Mid,Married,M,105622.46,33.79178082,8.172131148,Advisor,8,Engaged
9739,0,3-Mid,Single,F,33014.52,69.18082192,10.84796018,Emerging,264,Engaged
9740,0,2-Low,Unknown,F,2486.82,25.6520548,8.409836066,Emerging,0,DIFM
9748,0,3-Mid,Single,F,107869.98,54.70410959,7.206864286,Emerging,18,Engaged
9749,0,4-High,Married,F,147836.36,47.4520548,8.382513661,Mid,8,Engaged
9750,0,3-Mid,Married,M,31455.39,58.07945206,39.8715847,Strategic,34,DIFM
9751,0,2-Low,Single,F,1889.59,44.72054795,19.30823415,Strategic,38,DIFM
9759,0,2-Low,Married,M,69986.56,42.44931507,9.130151958,Strategic,30,Engaged
9760,0,5-Very High,Married,M,757809.78,58.79726027,36.47814208,Strategic,104,Engaged
9761,0,5-Very High,Married,F,501976.16,52.84383562,25.22878209,Strategic,74,Engaged
9762,0,4-High,Single,M,358529.13,39.69315069,12.77124785,Strategic,110,Engaged
9763,0,4-High,Single,F,244956.31,50.51232877,23.35206977,Strategic,42,Engaged
9764,0,5-Very High,Married,M,518860.92,55.73150685,20.01639344,Strategic,26,Engaged
9765,0,4-High,Married,M,293765.46,57.34794521,13.00138483,Strategic,94,Engaged
9766,0,4-High,Married,M,342041.45,46.96986301,11.90983607,Strategic,22,Engaged
9767,0,4-High,Married,F,150021.72,53.44657534,19.67213115,Strategic,294,DIFM
9768,1,4-High,Married,M,310871.58,51.84657534,25.22878209,Strategic,92,Engaged
9769,0,4-High,Married,M,304287.11,53.14520548,22.239741,Strategic,50,Engaged
9770,1,5-Very High,Single,M,470234.74,59.62191781,21.12741223,Strategic,206,Unengaged
9771,0,4-High,Married,F,279218.17,53.6630137,22.08357662,Strategic,10,Engaged
9772,1,5-Very High,Married,F,610770.6,50.73150685,27.26165881,Strategic,26,Engaged
9773,0,5-Very High,Married,F,371630.63,52.69589041,20.55206977,Strategic,28,Engaged
9775,1,4-High,Single,M,131417.11,43.51232877,17.00686429,Strategic,408,DIFM
9776,0,4-High,Married,F,128861.76,52.59178082,27.83606557,Strategic,34,Engaged
9777,0,4-High,Single,M,106632.77,41.88493151,19.30823415,Strategic,278,Engaged
9778,0,4-High,Married,F,201163.48,63.80821918,20.34153006,Strategic,18,Unengaged
9788,0,4-High,Single,M,198624.79,36.6520548,12.54111086,Select,14,Engaged
9789,0,2-Low,Single,F,66781.7,35.10684932,9.373987574,Select,16,Engaged
9790,0,3-Mid,Single,F,31196.8,45.90136986,8.325136612,Select,22,DIFM
9791,0,2-Low,Single,F,2782.74,35.96438356,6.773987574,Select,72,DIFM
